Company Name,Industry group,ISIN code,NSE symbol,Date,Total income from continuing operations,Net sales,Total expenses,Interest expenses,Depreciation,Total tax provision,Net Profit/(Loss) for the period from continuing operations (after tax),Reported Profit after tax,PBT,PBDT,PBDIT,PBIT net of P&E,Earnings per share before extraordinary item,Closing Price,Date.1,Closing Price.1,Shares Outstanding,Market Capitalisation,EPS,P/E,Number of Transactions,Enterprise value,Industry P/E,Beta,industry_score
Coal India Ltd.,Other fund based financial services,INE522F01014,COALINDIA,31-12-2022,9366.81,695.31,564.12,0.51,11.23,74.39,8809.07,8809.07,8883.46,8894.69,8895.2,8883.97,14.29,385.65,,224.9,6162728327,138599.760074,25.01027,8.992306,7396,137525.910074,33.67,0.816513,-0.23981065613779393
Cochin Shipyard Ltd.,Other transport equipment & ancillaries,INE704P01025,COCHINSHIP,31-12-2022,653.95,630.86,535.54,11.87,14.08,32.25,118.41,118.41,150.66,164.74,176.61,162.53,9.0,1547.95,,511.4,131540390,6726.975545,31.824446,16.069408,2042,5193.815545,22.75,0.825019,-0.21305884132194208
Coforge Ltd.,Computer software,INE591G01025,COFORGE,31-12-2022,1247.4,1088.0,1007.7,15.9,24.1,33.9,239.7,239.7,273.6,297.7,313.6,289.5,39.31,1845.05,,4376.05,61070746,26724.863803,110.101815,39.745485,1910,27015.363803,29.01,0.925354,-0.22129977102466347
Cohance Lifesciences Ltd.,Drugs & pharmaceuticals,INE03QK01018,COHANCE,31-12-2022,361.0,348.49,278.04,1.38,10.91,37.82,109.47,109.47,147.29,158.2,159.58,148.67,4.3,538.05,,492.5,254564956,12537.324083,20.267126,24.300436,465,12152.934083,39.53,1.307232,-0.19195911292555537
Colgate-Palmolive (India) Ltd.,Personal & home care products,INE259A01022,COLPAL,31-12-2022,1301.68,1291.27,1062.85,1.26,43.67,83.69,243.24,243.24,326.93,370.6,371.86,328.19,8.94,2110.55,,1453.55,271985634,39534.47183,37.43433,38.829331,1325,38862.80183,60.31,0.457339,0.16766831650016678
Computer Age Mgmt. Services Ltd.,ITES,INE596I01020,CAMS,31-12-2022,239.74,233.48,168.76,1.69,13.93,23.59,70.98,70.98,94.57,108.5,110.19,95.57,14.49,757.95,,2275.45,48993596,11148.247802,54.717355,41.585526,535,10902.137802,7.17,0.867078,-0.22242282766628246
Confidence Petroleum India Ltd.,Wholesale trading,INE552D01024,CONFIPET,31-12-2022,659.4,658.79,630.95,3.44,16.37,8.76,24.73,24.73,33.49,49.86,53.3,36.93,0.87,34.36,,73.6,284011923,2090.327753,2.475952,29.725935,1550,2056.617753,47.49,1.299994,-0.23739051576619835
Container Corpn. Of India Ltd.,Railway transport services,INE111A01025,CONCOR,31-12-2022,2102.06,1988.43,1805.56,14.21,135.65,93.63,296.5,296.5,390.13,525.78,539.99,404.34,4.87,501.25,,629.25,609294348,38339.846848,18.824071,33.427945,6317,35409.626848,29.72,1.143077,-0.010770853665170887
Coromandel International Ltd.,Fertilisers,INE169A01031,COROMANDEL,31-12-2022,8349.57,8308.11,8013.86,56.81,46.91,179.18,539.35,539.35,718.53,765.44,822.25,775.34,18.35,2406.1,,894.45,294009749,26297.701999,65.119269,13.735566,1413,24987.291999,10.11,0.568446,-0.2984772216688546
Cosmo First Ltd.,Plastic films & flexible packaging,INE757A01017,COSMOFIRST,31-12-2022,650.08,625.16,616.02,15.57,19.08,10.19,36.01,36.01,46.2,65.28,80.85,55.3,13.38,686.65,,706.95,27259072,1927.080095,101.151646,6.989011,1078,2288.030095,7.64,1.1531,-0.3348941152618447
Craftsman Automation Ltd.,Other automobile ancillaries,INE00LO01017,CRAFTSMAN,31-12-2022,752.23,747.62,722.56,29.63,53.76,28.13,51.23,51.23,79.36,133.12,162.75,108.99,24.56,7040.6,,3195.45,21128311,6751.446138,101.337963,31.532605,1060,7528.056138,38.68,0.875514,-0.25847999501499275
Creditaccess Grameen Ltd.,Other fund based financial services,INE741K01010,CREDITACC,31-12-2022,909.72,891.41,693.96,314.21,12.61,74.27,215.76,215.76,290.03,302.64,616.85,587.75,13.59,1277.65,,861.65,156185905,13457.758504,34.224599,25.176336,1057,24882.938504,33.67,1.494393,-0.23981065613779393
Cressanda Railway Solutions Ltd.,Wholesale trading,INE716D01033,,31-12-2022,23.45,23.45,22.15,6.715,13.67,0.25,1.3,1.3,1.55,1.55,1.55,1.55,0.03,3.3,,30.5,398495500,1215.411275,0.045923,664.159167,880,1203.531275,116.56,0.534274,-0.23739051576619835
Crisil Ltd.,Business services & consultancy,INE007A01025,CRISIL,31-12-2022,467.68,389.23,357.88,1.2,17.17,18.32,109.8,109.8,128.12,145.29,146.49,129.32,15.03,4385.05,,3143.8,73064044,22969.874153,50.468052,62.292873,634,22967.004153,60.13,0.713941,-0.22231802174705587
Crompton Greaves Consumer Electricals Ltd.,Other domestic appliances,INE299U01018,CROMPTON,31-12-2022,1285.08,1265.81,1154.49,27.89,14.28,22.94,84.34,84.34,107.28,121.56,149.45,135.17,1.33,255.75,,330.65,635885699,21025.560637,7.925009,41.722349,578,20356.110637,57.9,0.679496,-0.11111556716704424
Cummins India Ltd.,Engines,INE298A01020,CUMMINSIND,31-12-2022,2284.3,2180.53,1855.79,2.68,34.33,118.83,360.14,360.14,478.97,513.3,515.98,481.65,12.99,4407.6,,1434.25,277200000,39757.41,35.423882,40.488222,1494,38535.13,34.43,1.146312,-0.25261377535247476
Cyient Ltd.,Computer software,INE136B01020,CYIENT,31-12-2022,626.8,605.3,515.5,4.4,27.1,36.1,111.3,111.3,147.4,174.5,178.9,151.8,10.17,1157.7,,879.9,110518698,9724.540237,47.973783,18.341268,2587,8965.340237,29.01,0.897285,-0.22129977102466347
D B Corp Ltd.,Media-print,INE950I01011,DBCORP,31-12-2022,573.47,564.77,530.32,5.76,27.59,19.06,47.43,47.43,66.49,94.08,99.84,72.25,2.67,259.8,,124.55,177938819,2216.227991,8.348375,14.919071,887,1899.697991,15.52,0.953474,-0.3299004807322431
D C B Bank Ltd.,Banking services,INE503A01015,DCBBANK,31-12-2022,1167.15,1071.73,1053.3,625.72,13.67,39.58,113.85,113.85,153.43,153.43,779.15,779.15,3.66,168.7,,116.35,311423783,3623.415715,14.404488,8.077344,1278,3614.495715,18.44,1.388496,0.17737526706292647
D C M Shriram Ltd.,Other chemical products,INE499A01024,DCMSHRIRAM,31-12-2022,3211.48,3170.06,3031.17,12.64,64.59,169.52,335.42,335.42,504.94,569.53,582.17,509.56,21.51,1211.05,,863.6,155942296,13467.176683,74.214631,11.636519,416,14212.776683,37.65,1.176779,-0.24540235502819857
D C W Ltd.,Other chemical products,INE500A01029,DCW,31-12-2022,585.67,579.23,573.03,19.52,22.66,17.55,48.22,48.22,65.77,88.43,107.95,82.66,1.63,58.8,,48.25,295155017,1424.122957,5.391743,8.948869,546,1872.682957,37.65,1.834916,-0.24540235502819857
D C X Systems Ltd.,Wires & cables,INE0KL801015,DCXINDIA,31-12-2022,362.36,355.95,345.07,13.89,0.48,2.68,17.29,17.29,19.97,20.45,34.34,33.86,1.96,186.7,,192.95,96723671,1866.283232,4.893321,39.431296,421,2180.523232,29.86,1.432962,-0.19300179388073796
D F M Foods Ltd.,Processed foods,INE456C01020,DFMFOODS,31-12-2022,151.54,150.61,156.04,2.18,3.61,-2.51,-7.38,-7.38,-9.89,-6.28,-4.1,-7.71,-1.47,461.65,,457.4,50275876,2299.618568,-9.684565,30.7236545,179,2345.958568,67.56,0.941438,-0.13872794997574678
D L F Ltd.,Housing construction,INE271C01023,DLF,31-12-2022,973.89,925.31,679.03,96.86,19.83,94.62,294.86,294.86,389.48,409.31,506.17,486.34,1.19,690.85,,356.4,2475311706,88220.109202,6.175667,57.710369,1725,91578.939202,83.37,1.853464,-0.2017080929626154
Dabur India Ltd.,Personal & home care products,INE016A01026,DABUR,31-12-2022,2383.9,2298.26,1843.22,12.69,47.6,127.82,394.34,394.34,522.16,569.76,582.45,534.85,2.23,494.25,,557.65,1771763464,98802.38957,7.921373,70.398146,736,94331.51957,60.31,0.58198,0.16766831650016678
Dalmia Bharat Ltd.,Business services & consultancy,INE00R701025,DALBHARAT,31-12-2022,43.0,32.0,32.0,1.0,1.0,1.0,11.0,11.0,12.0,13.0,14.0,13.0,0.61,2013.5,,1768.35,187479833,33152.996269,9.17432,192.749978,1389,32440.996269,33.67,1.32936,-0.22231802174705587
Dalmia Bharat Sugar & Inds. Ltd.,Sugar,INE495A01022,DALMIASUG,31-12-2022,622.76,599.99,943.46,9.34,32.18,28.58,65.16,64.91,93.4,125.58,134.92,103.08,8.02,295.55,,356.35,80939303,2884.272062,16.744646,21.281429,651,3012.652062,42.95,1.410986,-0.26522110760151973
Data Patterns (India) Ltd.,Communication equipment,INE0IX101010,DATAPATTNS,31-12-2022,113.66,111.81,88.03,2.14,2.11,11.32,33.32,33.32,44.64,46.75,48.89,46.78,6.42,2554.95,,1393.2,51886650,7228.848078,25.399597,54.851264,4141,7060.958078,32.45,0.679277,-0.14405235238570346
Datamatics Global Services Ltd.,Computer software,INE365B01017,DATAMATICS,31-12-2022,195.94,189.31,170.7,0.32,3.03,8.83,25.24,25.24,34.07,37.1,37.42,34.39,4.28,826.95,,297.05,58949337,1751.090056,15.399664,19.289382,660,1633.510056,29.01,1.613011,-0.22129977102466347
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,Other chemical products,INE501A01019,DEEPAKFERT,31-12-2022,545.07,512.83,515.63,10.95,17.99,16.47,46.12,46.12,62.59,80.58,91.53,73.54,3.65,1204.45,,647.75,126237825,8177.055114,21.09748,30.702719,2401,8411.885114,37.65,1.159473,-0.24540235502819857
Deepak Nitrite Ltd.,Inorganic chemicals,INE288B01029,DEEPAKNTR,31-12-2022,829.46,817.77,773.56,0.47,19.52,38.82,113.16,113.16,151.98,171.5,171.97,152.45,8.3,1666.4,,1879.95,136393041,25641.209743,36.899243,50.948199,3671,25656.349743,39.65,1.316276,-0.17966830745747447
Delhivery Ltd.,Courier services,INE148O01028,DELHIVERY,31-12-2022,1776.53,1683.29,1940.94,21.17,169.71,13.14,-165.99,-165.99,-165.99,3.72,24.89,-144.82,-2.24,405.65,,301.5,728310883,21958.573122,-11.998585,30.7236545,1763,22669.793122,-25.13,1.323411,0.02529858558008774
Delta Corp Ltd.,Other recreational & allied services,INE124G01033,DELTACORP,31-12-2022,209.04,166.1,136.18,1.28,7.65,42.62,74.2,74.2,116.82,124.47,125.75,83.32,2.77,69.52,,196.25,267486095,5249.414614,7.081116,27.714559,2494,4695.904614,13.95,1.669547,-0.32132668196509767
Den Networks Ltd.,Media-broadcasting,INE947J01015,DEN,31-12-2022,312.5,271.29,260.19,0.6,18.3,13.14,52.31,52.31,52.31,70.61,71.21,52.91,1.1,31.28,,31.95,477223845,1524.730185,3.522456,9.070376,672,954.260185,18.65,1.173412,-0.31204317365713524
Devyani International Ltd.,Hotels & restaurants,INE872J01023,DEVYANI,31-12-2022,705.64,696.56,639.54,32.7,60.64,-10.59,66.1,66.1,55.51,116.15,148.85,88.21,0.55,130.8,,154.45,1204736378,18607.153358,2.106602,73.317126,2707,19489.423358,74.95,1.299703,-0.18801789305244987
Dhampur Sugar Mills Ltd.,Sugar,INE041A01016,DHAMPURSUG,31-12-2022,545.58,545.35,662.54,5.47,13.84,20.67,46.01,46.01,66.68,80.52,85.99,72.15,6.93,123.95,,224.9,66387590,1493.056899,18.726391,12.009788,1270,2318.436899,42.95,1.404536,-0.26522110760151973
Dhani Services Ltd. [Merged],Other fund based financial services,INE274G01010,DHANI,31-12-2022,27.49,26.96,22.66,14.04,0.05,6.35,4.83,4.83,11.18,11.23,25.27,25.22,0.08,51.2,,33.95,612147910,2078.242154,0.142286,238.604151,2977,2560.282154,33.67,1.72312,-0.23981065613779393
Dhanuka Agritech Ltd.,Pesticides,INE435G01025,DHANUKA,31-12-2022,405.69,393.37,325.58,0.77,4.46,12.85,46.07,46.07,58.92,63.38,64.15,55.03,9.89,1178.7,,679.05,45578324,3094.996091,47.614739,14.26134,224,2837.756091,30.43,1.031119,-0.2787880162986381
Dilip Buildcon Ltd.,Other construction & allied activities,INE917M01012,DBL,31-12-2022,2455.23,2378.78,2351.1,129.79,98.84,18.0,79.52,79.52,97.52,196.36,326.15,179.32,5.44,458.95,,213.85,146214971,3126.807155,4.632221,46.165763,415,5803.947155,-45.57,1.488262,-0.22243749499819718
Disa India Ltd.,Industrial machinery,INE131C01011,GEORGFISCH,31-12-2022,52.82,50.2,46.88,0.23,1.14,0.75,1.94,1.94,2.69,3.83,4.06,2.92,13.34,12225.0,,8288.95,1454205,1205.383253,213.174896,38.883331,20,1025.013253,43.3,0.792789,-0.22502606240929363
Dish T V India Ltd.,Media-broadcasting,INE836F01026,DISHTV,31-12-2022,292.99,255.04,306.89,63.71,47.96,-6.24,-13.9,-13.9,-20.14,27.82,91.53,43.57,-0.07,3.94,,15.95,1841256154,2936.803566,1.256099,12.698044,1905,2806.783566,18.65,1.459332,-0.31204317365713524
Dishman Carbogen Amcis Ltd.,Other chemical products,INE385W01011,DCAL,31-12-2022,90.76,78.4,82.27,14.66,2.89,-3.85,-6.54,-6.54,-10.39,-7.5,7.16,6.27,-0.42,242.95,,84.8,156783095,1329.520646,-3.370261,30.7236545,621,1618.190646,37.65,1.152662,-0.24540235502819857
Divi'S Laboratories Ltd.,Drugs & pharmaceuticals,INE361B01024,DIVISLAB,31-12-2022,1806.17,1689.83,1344.12,0.11,86.54,128.21,310.9,310.9,439.11,525.65,525.76,439.22,11.71,6478.15,,3317.45,265468580,88067.874072,89.419245,37.099955,2719,85340.344072,39.53,0.937717,-0.19195911292555537
Dixon Technologies (India) Ltd.,Consumer electronics,INE935N01020,DIXON,31-12-2022,1542.5,1532.81,1440.35,9.2,13.73,16.9,48.78,48.78,65.68,79.41,88.61,74.88,8.22,13266.1,,2682.2,59560165,15975.227456,30.609385,87.626721,3682,16236.677456,115.05,1.108036,0.09956100821301908
Dodla Dairy Ltd.,Dairy products,INE021O01019,DODLA,31-12-2022,625.41,618.4,583.22,0.31,14.94,5.1,27.63,27.63,32.73,47.67,47.98,33.04,4.64,1228.0,,500.8,59492735,2979.396169,22.587632,22.171426,135,2888.096169,-409.95,0.136457,-0.27220024585594227
Dollar Industries Ltd.,Readymade garments,INE325C01035,DOLLAR,31-12-2022,286.26,285.34,229.81,3.98,4.78,2.84,8.74,8.74,11.58,16.36,20.34,15.19,1.54,364.95,,402.8,56716120,2284.525314,15.440055,26.08799,43,2497.935314,42.45,1.294685,-0.28546545647070276
Dr. Lal Pathlabs Ltd.,Health services,INE600L01024,LALPATHLAB,31-12-2022,438.0,429.4,375.4,8.3,20.8,21.6,62.6,62.6,84.2,105.0,113.3,92.5,7.53,1392.4,,2098.9,83353877,17495.145244,34.430312,60.960818,1182,17459.135244,69.86,0.660601,-0.1320225855676107
Dr. Reddy'S Laboratories Ltd.,Drugs & pharmaceuticals,INE089A01031,DRREDDY,31-12-2022,3949.0,3897.6,3752.5,2.8,238.8,160.3,324.6,324.6,484.9,723.7,726.5,488.7,19.54,1278.9,,4324.0,166523639,72004.821504,142.844584,30.270661,1551,71986.721504,39.53,0.607583,-0.19195911292555537
Dreamfolks Services Ltd.,Diversified non-financial services,INE0JS101016,DREAMFOLKS,31-12-2022,204.65,204.0,185.67,0.28,0.88,6.37,18.98,18.98,25.35,26.23,26.51,25.83,3.63,111.3,,379.5,52250000,1982.8875,10.597129,35.811586,570,1976.5875,176.5,0.788783,-0.17902845447488475
Dwarikesh Sugar Inds. Ltd.,Sugar,INE366A01041,DWARKESH,31-12-2022,391.74,383.85,558.74,6.0,13.37,4.51,10.52,10.52,15.03,28.4,34.4,21.03,0.56,36.95,,92.65,188301470,1744.61312,6.252208,14.818764,3089,2230.24312,42.95,1.351988,-0.26522110760151973
Dynamatic Technologies Ltd.,Other automobile ancillaries,INE221B01012,DYNAMATECH,31-12-2022,142.21,141.6,136.09,15.52,5.22,1.86,6.73,6.73,8.59,13.81,29.33,24.11,10.62,9516.9,,2472.15,6341443,1567.699831,37.515121,65.897429,97,2009.889831,38.68,1.249181,-0.25847999501499275
E I D-Parry (India) Ltd.,Diversified manufacturing,INE126A01031,EIDPARRY,31-12-2022,742.09,724.71,905.23,8.49,33.18,5.31,15.78,15.78,21.09,54.27,62.76,29.58,0.89,1000.75,,542.6,177517591,9632.104488,15.982078,33.950529,4474,-3499.875512,42.95,1.048813,-0.2730534186329821
E I H Associated Hotels Ltd.,Hotels & restaurants,INE276C01014,EIHAHOTELS,31-12-2022,112.45,110.61,82.28,0.08,4.17,12.34,30.17,30.17,42.51,46.68,46.76,42.59,9.9,356.3,,392.65,30468147,1196.331792,14.989425,26.195134,172,1116.141792,74.95,1.191925,-0.18801789305244987
E I H Ltd.,Hotels & restaurants,INE230A01023,EIHOTEL,31-12-2022,524.49,512.23,420.55,6.79,28.75,32.2,103.94,103.94,136.14,164.89,171.68,163.97,1.66,365.7,,162.5,625364182,10162.167957,2.912063,55.802361,589,10063.387958,74.95,1.426355,-0.18801789305244987
E K I Energy Services Ltd.,Business services & consultancy,INE0CPR01018,,31-12-2022,396.02,388.38,468.93,1.96,0.75,11.5,31.96,31.96,43.46,44.21,46.17,45.46,11.62,95.3,,1149.75,27511038,3163.081594,106.368215,10.80915,3025,3128.551594,60.13,1.788166,-0.22231802174705587
E P L Ltd.,Plastic packaging goods,INE255A01020,EPL,31-12-2022,343.2,309.2,295.5,6.5,26.2,5.5,49.5,49.5,55.0,81.2,87.7,45.4,1.55,213.5,,155.9,318209865,4960.891795,5.20097,29.975177,950,5215.291795,32.14,0.751266,-0.2431511669967358
Easy Trip Planners Ltd.,Online marketplaces,INE07O001026,EASEMYTRIP,31-12-2022,134.22,130.35,89.52,0.74,0.28,15.68,44.7,44.7,60.38,60.66,61.4,61.12,0.26,7.53,,52.0,1738320000,9039.264,0.754061,68.959902,4792,8835.784,270.14,1.284588,0.17999650749158183
Eclerx Services Ltd.,ITES,INE738I01010,ECLERX,31-12-2022,509.03,488.11,403.47,4.05,15.19,35.01,105.56,105.56,140.57,155.76,159.81,144.62,21.26,4521.55,,1452.5,50739644,7369.933291,72.194042,20.119389,912,7073.173291,7.17,1.071015,-0.22242282766628246
Edelweiss Financial Services Ltd.,Other fund based financial services,INE532F01054,EDELWEISS,31-12-2022,119.65,112.05,184.25,79.48,0.1,-7.91,-64.6,-64.6,-72.51,-72.41,7.07,-0.63,-0.72,106.65,,66.55,943101215,6276.338586,-5.442576,30.7236545,2288,8195.418586,33.67,1.527775,-0.23981065613779393
Eicher Motors Ltd.,Two & three wheelers,INE066A01021,EICHERMOT,31-12-2022,3781.24,3590.16,3029.26,3.58,130.52,233.13,680.7,680.7,913.83,1044.35,1047.93,917.41,24.89,7217.25,,3266.2,273478020,89323.390892,87.891158,37.161872,2535,80866.420892,25.13,1.183338,0.5446855727983667
Elantas Beck India Ltd.,Paints & varnishes,INE280B01018,DRBECK,31-12-2022,174.57,164.62,142.56,0.09,3.13,9.0,26.48,26.48,35.48,38.61,38.7,33.28,33.41,9260.6,,4550.9,7927682,3607.808801,109.6159,41.516787,53,3550.758801,65.91,0.676008,0.021625188158417272
Elecon Engineering Co. Ltd.,General purpose machinery,INE205B01031,ELECON,31-12-2022,308.07,304.22,256.37,1.93,9.76,15.21,48.21,48.21,63.42,73.18,75.11,65.35,4.3,482.3,,385.8,112199965,4328.67465,14.001787,27.553626,1258,4430.49465,40.23,1.765718,-0.22094579296060995
Electronics Mart India Ltd.,Retail trading,INE02YR01019,EMIL,31-12-2022,1484.76,1481.71,1266.78,24.6,21.64,7.67,21.91,21.91,29.58,51.22,75.82,54.18,0.59,104.35,,80.1,384748762,3081.837584,3.162323,25.329478,704,4196.247584,131.24,1.14091,-0.07458873961639617
Electrosteel Castings Ltd.,Steel pipes & tubes,INE086A01029,ELECTCAST,31-12-2022,1750.68,1728.04,1690.22,73.3,28.56,16.55,65.35,65.35,81.9,110.46,183.76,155.2,1.1,73.56,,37.0,594605247,2200.039414,5.824537,6.352437,490,4397.609414,31.67,1.41563,-0.2615999515821926
Elgi Equipments Ltd.,General purpose machinery,INE285A01027,ELGIEQUIP,31-12-2022,459.06,437.94,379.51,1.97,9.67,18.65,74.56,74.56,93.21,102.88,104.85,95.18,2.36,470.45,,379.55,316909016,12028.281702,7.966955,47.640533,2765,11886.371702,40.23,1.174695,-0.22094579296060995
Elpro International Ltd.,Diversified,INE579B01039,ELPROINTL,31-12-2022,31.75,24.82,23.08,1.2,1.24,2.35,8.55,8.55,10.9,12.14,13.34,12.72,0.5,83.08,,66.55,169479130,1127.88361,60.388556,1.10203,129,1010.64361,-45.57,0.848869,-0.18790891179554034
Emami Ltd.,Personal & home care products,INE548C01032,EMAMILTD,31-12-2022,843.76,835.55,584.46,0.61,42.61,12.96,224.62,224.62,237.58,280.19,280.8,238.19,5.09,519.15,,442.55,441150000,19523.09325,13.703956,32.293596,867,19531.14325,60.31,0.932466,0.16766831650016678
Embassy Developments Ltd.,Other construction & allied activities,INE069I01010,EMBDL,31-12-2022,9.16,530.27,394.65,6.06,0.53,0.32,-385.49,-385.49,-385.17,-384.64,-378.58,-379.11,-7.12,68.43,,72.1,541675331,3905.479137,-7.975257,30.7236545,3895,4312.379137,33.67,1.969744,-0.22243749499819718
Emudhra Ltd.,Computer software,INE01QM01018,EMUDHRA,31-12-2022,45.05,44.06,40.51,0.38,3.11,1.22,4.51,4.51,5.73,8.84,9.22,6.11,0.59,592.1,,276.65,78072371,2159.872144,3.408376,81.167687,798,2223.002144,29.01,1.068017,-0.22129977102466347
Endurance Technologies Ltd.,Other automobile ancillaries,INE913H01037,ENDURANCE,31-12-2022,1604.75,1596.79,1503.31,1.34,60.29,31.8,92.21,92.21,124.01,184.3,185.64,125.35,6.56,2692.7,,1473.0,140662848,20719.63751,29.382314,50.132198,305,20650.81751,38.68,1.054285,-0.25847999501499275
Engineers India Ltd.,Business services & consultancy,INE510A01028,ENGINERSIN,31-12-2022,856.35,830.62,808.57,0.43,6.58,17.46,47.78,47.78,65.24,71.82,72.25,65.67,0.85,199.1,,87.5,562042373,4917.870764,5.106554,17.134841,2478,3532.790764,63.05,1.070435,-0.22231802174705587
Epigral Ltd.,Caustic soda,INE071N01016,EPIGRAL,31-12-2022,537.84,537.84,453.48,21.03,30.84,37.2,77.2,77.2,114.4,145.24,166.27,135.43,18.58,1392.0,,1045.85,41550158,4345.523274,89.982811,11.622775,2276,5313.603274,7.56,1.260918,-0.3237664354271137
Equitas Holdings Ltd. [Merged],Other fund based financial services,INE988K01017,EQUITAS,31-12-2022,4.91,4.3,2.09,0.01,0.02,0.92,2.82,2.82,3.74,3.76,3.77,3.15,0.08,119.9,,121.8,341790115,4163.003601,-1.316597,30.7236545,2204,3881.783601,33.67,1.640483,-0.23981065613779393
Equitas Small Finance Bank Ltd.,Banking services,INE063P01018,EQUITASBNK,31-12-2022,1216.03,1063.39,1045.9,415.89,13.67,59.08,170.13,170.13,229.21,229.21,645.1,645.1,1.36,58.83,,54.25,1254706682,6806.78375,4.011854,13.522426,1804,7290.67375,18.44,1.353405,0.17737526706292647
Eris Lifesciences Ltd.,Drugs & pharmaceuticals,INE406M01024,ERIS,31-12-2022,335.49,332.01,224.18,3.14,16.5,10.85,99.38,99.38,110.23,126.73,129.87,113.37,7.31,1573.2,,610.65,135990717,8304.273134,27.840871,21.933581,526,8239.063134,39.53,0.419942,-0.19195911292555537
Esab India Ltd.,Miscellaneous electrical machinery,INE284A01012,ESABINDIA,31-12-2022,270.55,267.39,240.14,0.09,2.93,12.24,36.31,36.31,48.55,51.48,51.57,48.66,23.6,6139.2,,3938.5,15393020,6062.540927,74.774151,52.671945,172,6022.470927,45.43,1.138561,-0.12137950485927937
Escorts Kubota Ltd.,Agricultural machinery,INE042A01014,ESCORTS,31-12-2022,2354.95,2263.67,2032.06,2.64,37.57,55.0,186.4,186.4,241.4,278.97,281.61,244.04,14.37,3623.95,,2089.15,131940604,27564.371285,47.829855,43.678786,1249,22773.201285,42.42,1.159897,-0.06518307276493251
Eternal Ltd.,Online marketplaces,INE758T01015,ETERNAL,31-12-2022,1416.3,1191.2,1354.8,4.5,40.0,0.2,61.6,61.6,61.8,101.8,106.3,66.3,0.07,286.0,,49.75,8553509770,42553.711106,-0.108727,30.7236545,24113,32520.331106,270.14,0.857839,0.17999650749158183
Ethos Ltd.,Retail trading,INE04TZ01018,ETHOSLTD,31-12-2022,233.81,229.68,223.43,3.1,8.74,6.79,20.57,20.57,27.36,36.1,39.2,30.46,9.5,2947.7,,993.55,23349233,2319.863045,22.240559,44.672887,421,2443.713045,131.24,1.1746,-0.07458873961639617
Eureka Forbes Ltd.,Industrial machinery,INE0KCE01017,EUREKAFORB,31-12-2022,476.72,472.02,398.84,4.4,13.37,3.29,9.8,9.8,13.09,26.46,30.86,32.49,0.51,640.15,,505.35,193479240,9777.473393,1.591902,317.450435,376,10015.503393,43.3,1.002071,-0.22502606240929363
Eveready Industries (India) Ltd.,Dry cells,INE128A01029,EVEREADY,31-12-2022,330.46,330.43,331.58,9.57,6.88,2.11,5.44,5.44,7.55,14.43,24.0,17.12,0.75,330.7,,345.95,72687260,2514.61576,0.422357,819.093081,601,2865.98576,3380.99,0.996003,2.0131819497299395
Everest Industries Ltd.,Other construction materials,INE295A01018,EVERESTIND,31-12-2022,392.88,391.84,420.54,2.23,8.37,3.24,5.52,5.52,8.76,17.13,19.36,10.99,3.52,504.25,,738.4,15730417,1161.533991,11.201229,65.921339,125,1052.663991,43.29,1.589111,-0.22983335779461173
Excel Industries Ltd.,Inorganic chemicals,INE369A01029,EXCELINDUS,31-12-2022,227.48,222.97,212.72,0.36,7.85,5.67,18.74,18.74,24.41,32.26,32.62,22.11,14.91,937.65,,1077.45,12570692,1354.42921,94.235067,11.433642,53,1212.49921,39.65,1.305739,-0.17966830745747447
Exide Industries Ltd.,Storage batteries,INE302A01020,EXIDEIND,31-12-2022,3435.51,3412.13,3479.12,8.2,115.25,77.75,223.19,223.19,300.94,416.19,424.39,309.14,2.63,363.2,,180.8,850000000,15368.0,1.224235,147.684028,4494,10803.33,32.99,0.955731,-0.15468290320746192
Expleo Solutions Ltd.,Computer software,INE201K01015,EXPLEOSOL,31-12-2022,249.79,240.21,199.31,1.23,6.87,21.47,50.48,50.48,71.95,78.82,80.05,73.18,32.52,1029.6,,1265.4,10252485,1297.349452,117.73731,10.747655,46,1171.799452,29.01,1.160226,-0.22129977102466347
F D C Ltd.,Drugs & pharmaceuticals,INE258B01022,FDC,31-12-2022,425.37,406.61,385.29,1.18,9.81,14.86,39.43,39.43,54.29,64.1,65.28,55.47,2.38,410.1,,266.2,165910084,4416.526436,11.045139,24.101099,918,3560.326436,39.53,0.879476,-0.19195911292555537
F S N E-Commerce Ventures Ltd.,Online marketplaces,INE388Y01029,NYKAA,31-12-2022,89.25,54.08,70.01,1.87,1.95,6.23,19.77,19.77,26.0,27.95,29.82,27.87,0.07,249.0,,136.7,2849372430,38950.921118,0.296627,460.84857,7254,38376.501118,270.14,1.004666,0.17999650749158183
Fairchem Organics Ltd.,Organic chemicals,INE0DNW01011,FAIRCHEMOR,31-12-2022,103.11,102.48,86.49,0.92,2.09,0.69,0.61,0.61,1.3,3.39,4.31,1.86,0.47,684.0,,1135.8,13020902,1478.914049,32.539988,34.904745,433,1540.794049,41.8,0.774152,-0.1787325857282407
Federal Bank Ltd.,Banking services,INE171A01029,FEDERALBNK,31-12-2022,4967.25,4433.25,4163.64,2476.72,13.67,271.91,803.61,803.61,1075.52,1075.52,3552.24,3552.24,3.8,267.75,,134.5,2115318243,28451.030368,11.504794,11.690779,3140,22833.810368,18.44,1.439412,0.17737526706292647
